product name,category,review,rating,cleaned_reviews,sentiment_score,sentiment_label
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Recomended seller.,5,recomended seller,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Barang masih di segel, ori, berfungsi dengan baik.  Pengiriman cepat",5,barang segel orisinal fungsi kirim cepat,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang sampai dengan baik, lengkap, dan tidak cacat walaupun pengiriman tidak bisa instan",5,barang lengkap cacat kirim instan,-4,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang ori, masih segel mantap samsung",5,barang orisinal segel mantap samsung,8,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,oke cakep barang ori kurir jnt ke spax tepat waktu  walau masih cepat jnt smoga kurir rekomen toko ped si spax bisa di tingkat kan lagi performanya biar  lebih cepat lagi... ,5,oke cakep barang orisinal kurir jnt spax cepat jnt moga kurir rekomen toko ped sih spax tingkat performa biar cepat,9,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,keren,5,keren,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Packing aman, hpnya sesuai dan bagus banget ternyata maa syaa Allah",5,packing aman hpnya sesuai bagus banget allah,7,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang original, pengiriman cepat  langganan disini barang Resmi dijamin.",5,barang original kirim cepat langgan barang resmi jamin,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,BARANG SESUAI KONDISI BAIK DAN PACKING AMAN,5,barang sesuai kondisi packing aman,3,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Suka sama modelnya, kualitas oke banget, pengiriman juga rapih dan cepat, sangat recommended",5,suka model kualitas oke banget kirim rapi cepat recommended,15,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Barang sangat sesuai dengan harga walaupun jasa pengiriman agaknya meresahkan.,5,barang sesuai harga jasa kirim resah,7,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,sesuai pesanan ; produk bagus,5,sesuai pesan produk bagus,3,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,berfungsi baik..kemasan rapi,5,fungsi rapi,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,sippppppp,5,sip,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Pesanan diterima dlm keadaan baik dan bekerja dgn normal. semoga awet,5,pesan terima normal moga awet,7,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Hpnya Cakeup,5,hpnya cakeup,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"respon lumayan, pengiriman sesuai, produk yg datang sesuai. sementara itu aja cukup. semoga awet HP nya :)",5,respon lumayan kirim sesuai produk sesuai moga awet hp nya,17,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Keren 🥳,5,keren,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,mantap 👍👍👍👍👍👍 semoga awet 👌👌👌👌👌👌👌👌,5,mantap moga awet,10,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"sampai sesuai estimasi, full segel, ori, gada yang rusak, compact",5,sesuai estimasi ful segel orisinal rusak compact,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Barang original dan dikirim dalam kondisi masih bersegel. Pengiriman ke Kalimantan cukup cepat dan aman.,5,barang original kirim kondisi segel kirim kalimantan cepat aman,4,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,recomended,5,recomended,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,mantulll,5,mantul,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Barang msh segel pengiriman aman,cuma gk dikasih nota pembelianya aja,dapat nya hanya kable charger sj+ kartu garansi ....barang nya agak tebal,",5,barang segel kirim aman kasih nota belia nya kable charger kartu garansi nya tebal,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Barang yg datang sesuai pesanan, terima kasih semoga awet",5,barang sesuai pesan terima kasih moga awet,10,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Mantap kak sesuai barang nyaa. puas bgt packing aman.,5,mantap kak sesuai barang nya puas banget packing aman,12,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Simcard bonusnya gk jelas.,5,simcard bonus,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Makasih, barang sdh diterima",5,terima kasih barang terima,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang 100% original, pengiriman alhamdullilah aman.",5,barang original kirim alhamdullilah aman,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Toko Resmi, Bisa Dipercaya",5,toko resmi percaya,4,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"berfungsi dengan baik, pengiriman juga cepat dan aman 👍🏻",5,fungsi kirim cepat aman,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang original masih di segel, pengiriman cepat, barang sampai lebih cepat sehari dari perkiraan tiba. packing aman.",5,barang original segel kirim cepat barang cepat hari kira packing aman,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"pengiriman aman, hp nya cantik, semoga awet😄",5,kirim aman hp nya cantik moga awet,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"alhamdulillah barang aman,perdana beli hp di online,mantap promonya",5,alhamdulillah barang aman perdana beli hp online mantap promonya,9,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,mantap sekali a35 nya,5,mantap nya,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,sesuai di terima dngn baik,5,sesuai terima dngn,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang masih aman tersegel, mulus ga ada cacat, Alhamdulillah. proses sampainya juga cepet, pesan tanggal 15, sampai  di tempat tgl 16.",5,barang aman segel mulus cacat alhamdulillah proses sampai cepat pesan tanggal tanggal,-11,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,kirain biasa aja.. ternyata baguuussss.. puas sesuai harapan,5,bagus puas sesuai harap,4,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,segel. aman... sesuai pesanan.. cepat sampai,5,segel aman sesuai pesan cepat,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang baguss masih kesegel sempurna,5,barang bagus segel sempurna,-2,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"pengiriman cepat, barang ori 😍 semoga awet",5,kirim cepat barang orisinal moga awet,10,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"beli ditoko official sudah pasti bakal salah, HP nya bagus dan kebagian beli pas ada diskon 👍",5,beli toko official salah hp nya bagus bagi beli pas diskon,-5,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Barang masih disegel dan ada garansinya .,5,barang segel garansi,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"sesuai deskripsi ,pengiriman aman, barang original",5,sesuai deskripsi kirim aman barang original,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang berfungsi dengan baik. periman sesuai estmasi,5,barang fungsi rim sesuai estmasi,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"mantap, aman",5,mantap aman,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,mantap barang aman dan dijamin ori. kelengkapan ada semua sesuai deskripsi.,5,mantap barang aman jamin orisinal lengkap sesuai deskripsi,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Top,5,top,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"BAGUSSS EMANG PALING BENER LANGSUNG BELI DI OFFICIAL DARIPADA DI SELLER,,",5,bagus langsung beli official seller,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,mantaaab dapat harga diskon dr samaung official.. garansi dijamin resmi.. mantaaab..,5,mantaaab harga diskon samaung official garansi jamin resmi mantaaab,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Mantaps,5,mantaps,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang nya mantap, seller slow respon, pengiriman lumayan cepat terima kasih semoga awet. sayang nya ga dapet adaptor",5,barang nya mantap seller slow respon kirim lumayan cepat terima kasih moga awet sayang nya adaptor,17,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Mantap betul,5,mantap,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"garansi resmi, imei terdaftar, sesuai ekspektasi",5,garansi resmi imei daftar sesuai ekspektasi,3,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,mantappp,5,mantap,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang sama persis sama deskripsi.segel aman.barang tidak ada kendala.sangat puas belanja disini.sangat rekomended.semoga barang nya awet dipakai.amin!!,5,barang persis kendala puas belanja barang nya awet,6,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Semoga awetttt,5,moga awet,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,sangat mantap sumsang,5,mantap sumsang,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,terimakasih barang sudah diterima dalam kondisi yang baik dan sesuai,5,terimakasih barang terima kondisi sesuai,10,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"hp bagus sesuai,dus masih tersegel rapih,paking juga bagus",5,hp bagus sesuai dus segel rapi paking bagus,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,hp emak gw . warnanya cocok buat emak gw fitur bukan kaleng² no spam ads .  😁 bonus sim awkawk,5,hp emak gue warna cocok emak gue fitur no spam ads bonus sim awkawk,-1,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Sesuai deskripsi,5,sesuai deskripsi,-1,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,pesanan cpt sampai...barang orisinil ss imei tembus,5,pesan cepat orisinil si imei tembus,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"sarang sampai dwngn selamat ,masih di segel  mudah mudahan awe",5,sarang dwngn selamat segel mudah mudah awe,11,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Barang bagus ori pengiriman cepet dan safety.. Blm dipake tp insyaAllah awet,5,barang bagus orisinal kirim cepat safety pakai insyaallah awet,9,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"pengemasan aman banget, padahal sempet khawatir barang dicuri karena isinya HP. tapi alhamdulillah, sampe dengan selamat dan cepat!! liat warna lilacnya cantik banget SO... ",5,emas aman banget khawatir barang curi isi hp alhamdulillah selamat cepat lihat warna lilacnya cantik banget sok,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Sangat mantap dan bagus,5,mantap bagus,3,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,packing aman bagus dan orginaleeee,5,packing aman bagus orginale,-2,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang bagus, aman, sesuai",5,barang bagus aman sesuai,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Barang berfungsi normal seperti seharusnya jadi saya beri bintang lima.   namun untuk ekspedisi sangat amat mengecewakan. br pertama kali mengalami kendala dalam ekspedis... ,5,barang fungsi normal bintang ekspedisi kecewa kali alami kendala ekspedis,-2,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang masih tersegel, harga lebih murah dari pada offline. cuman pengiriman lama sekali, gara2 pake kurir rekomendasi jd dipindah-pindah agen kurir",5,barang segel harga murah offline cuman kirim pakai kurir rekomendasi agen kurir,3,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Terima kasih...barang sampai sesuai keinginan...pengiriman cukup cepat👍,5,terima sesuai cepat,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang ori 🙏🏻🙏🏻,5,barang orisinal,3,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"layarnya ga sesuai ekspektasi, sisanya bagus. Video 1080 60 fpsnya stabil banget.",5,layar sesuai ekspektasi sisa bagus video fpsnya stabil banget,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Barang sampai dengan selamat, kemasan cukup lumayan aman di dalam dus, segel aman box hp aman, puas pengiriman cepat.",5,barang selamat kemas lumayan aman dus segel aman box hp aman puas kirim cepat,10,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang berfungsi dengan baik,5,barang fungsi,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Soal ke aslian dan kualitas barang tidak diragukan lagi karena ini sudah pembelian hp yg ke 3 di toko ini ,, Rekomendasi banget  pengiriman cepat .. Packing aman sampai 4... ",5,asli kualitas barang ragu beli hp toko rekomendasi banget kirim cepat packing aman,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,walaupun pengiriman lama tetap puas sama barangnya,5,kirim puas barang,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,ke 2x nya beli di sini. mantabbb,5,nya beli mantab,-1,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,packing rapi aman pengiriman cepat asli segell,5,packing rapi aman kirim cepat asli segel,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Barang tiba sesuai jadwal, dikemas dengan baik, masih tersegel, kartu garansi ada, produk aman dan lengkap.",5,barang sesuai jadwal kemas segel kartu garansi produk aman lengkap,6,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang ori, proses dan pengiriman lumayan cepat. mantap",5,barang orisinal proses kirim lumayan cepat mantap,10,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Packaging ok Segel ok Pengiriman ok Item ok,5,packaging ok segel ok kirim ok item ok,14,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"original karena memang dari official store,pengiriman cepat,packing aman cuma 1 keluhan konsumen samsung ""tidak ada chargernya....tidak ada chargernya...😄😄",5,original official store kirim cepat packing aman keluh konsumen samsung chargernya chargernya,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang bagus, sempurna ga lecet, pengiriman juga cepat",5,barang bagus sempurna lecet kirim cepat,-4,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Pengirimannya cepat, ngga expect secepat ini. Transaksi Sabtu malam, dikirim Minggu, Selasa siang udah diterima..",5,kirim cepat expect cepat transaksi sabtu malam kirim minggu selasa siang terima,9,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang segel mantap, luar biasa , kemasan bagus. recommended",5,barang segel mantap kemas bagus recommended,4,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Barang masih disegel rapih dan pelayanan pengiriman tukar tambah juga ok banget.,5,barang segel rapi layan kirim tukar ok banget,6,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang original dari official shop samsung bergaransi. HP isi tanpa adaptor ygy,5,barang original official shop samsung garansi hp isi adaptor ygy,-3,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Produk excelent dan pengiriman juga cepat, hadiah buat istri langsung dapet reward private 😂... Tks",5,produk excelent kirim cepat hadiah istri langsung reward private tks,9,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang sesuai deskripsi semoga semuanya berfungsi normal. makasih samsung,5,barang sesuai deskripsi moga fungsi normal terima kasih samsung,4,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,mantap,5,mantap,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Barang sampai dengan selamat, kondisi segel masih perawan hehehe. overall mantep deh belanja disini. dapat bonus 125gb juga dari AXIS meski yhaaa jaringannya ya begitu la... ",5,barang selamat kondisi segel perawan hehehe overal mantap deh belanja bonus axis ya jaring ya,21,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"barang kondisi segel original, pengiriman aman dan cepat ( same day) bonus kartu axis  recomended belanja di sini",5,barang kondisi segel original kirim aman cepat same day bonus kartu axis recomended belanja,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Barang sesuai, respon baik, pngiriman cpat..",5,barang sesuai respon pngiriman cpat,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,awesome,5,awesome,0,neutral
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Barang sampai dengan selamat, packing aman. Kelengkapan minimalis.  Recommended seller seller dan product",5,barang selamat packing aman lengkap minimal recommended seller seller product,1,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Respon dan pengiriman cepat, packing aman,produk masih tersegel, berfungsi dengan baik terima kasih",5,respon kirim cepat packing aman produk segel fungsi terima kasih,10,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Repeat order yg kedua kali. Fast respon sekali terima kasmir samsung,5,repeat order kali fast respon terima kasmir samsung,4,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang msh di segel topp lahhh,5,barang segel top,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang sesuai pesanan dan diskon nya bagus banget Samsung.,5,barang sesuai pesan diskon nya bagus banget samsung,3,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,"Barang Bagus sesuai dengan pesanan, pengiriman juga cepat",5,barang bagus sesuai pesan kirim cepat,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang sampai dengan selamat dan kondisi baik.,4,barang selamat kondisi,5,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,barang sudah diterima dalam keadaan aman dan tersegel.,5,barang terima aman segel,2,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,mantap hp nya kondisi bagus semuanya terimakasih min,5,mantap hp nya kondisi bagus terimakasih min,8,positive
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Barang sudah mendarat dengan selamat. Barang dijamin bagus,5,barang darat selamat barang jamin bagus,-4,negative
Samsung Galaxy A35 5G 8/256GB - Navy,Handphone,Barang Bagus. Agak lebar jg ya ternyata.,5,barang bagus lebar ya,2,positive
